Term,Course Level,Course,UNIQUE ID,Course Units,Enrollment,Total Letter Grades,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Fall 2023,Lower Division,ENGL 115,1415362122,3,24,23,15,0,0,6,0,0,1,0,0,0,0,1
Fall 2023,Lower Division,ENGL 115HON,3925031917,3,24,24,19,2,0,2,0,0,0,0,0,0,0,1
Fall 2023,Lower Division,ENGL 115HON,5918877134,3,24,24,23,0,0,0,0,1,0,0,0,0,0,0
Fall 2023,Lower Division,ENGL 205,1907085788,3,30,28,4,10,2,2,5,1,0,2,1,0,0,1
Fall 2023,Lower Division,ENGL 205,4289868332,3,30,30,9,0,3,5,3,3,0,2,0,2,0,3
Fall 2023,Lower Division,ENGL 205,4235763775,3,30,30,7,4,3,3,5,3,4,0,0,0,0,1
Fall 2023,Lower Division,ENGL 205,795184653,3,30,26,12,5,5,3,1,0,0,0,0,0,0,0
Fall 2023,Lower Division,ENGL 205,1461826651,3,31,31,6,10,5,3,3,1,2,0,0,0,0,1
Fall 2023,Lower Division,ENGL 205,2699195529,3,31,30,21,5,0,1,0,1,0,0,0,0,0,2
Fall 2023,Lower Division,ENGL 205,2270465395,3,31,30,7,5,3,3,3,0,0,2,0,0,0,7
Fall 2023,Lower Division,ENGL 205,1461826651,3,30,29,7,5,5,5,1,0,2,0,0,2,0,2
Fall 2023,Lower Division,ENGL 205,1461826651,3,30,30,3,9,2,4,2,0,6,0,0,1,0,3
Fall 2023,Lower Division,ENGL 205,4095724464,3,31,31,13,3,3,2,2,3,1,1,0,0,0,3
Fall 2023,Lower Division,ENGL 205,4289868332,3,30,28,9,0,4,4,3,2,0,0,1,2,0,3
Fall 2023,Lower Division,ENGL 205,1358122366,3,30,30,5,8,5,7,2,0,0,0,0,0,0,3
Fall 2023,Lower Division,ENGL 205,1358122366,3,30,28,2,3,2,7,5,2,6,0,0,0,0,1
Fall 2023,Lower Division,ENGL 205,1646027142,3,32,31,10,5,5,1,5,2,1,1,0,1,0,0
Fall 2023,Lower Division,ENGL 205,4289868332,3,29,24,5,1,2,2,2,1,5,2,0,1,0,3
Fall 2023,Lower Division,ENGL 205,4289868332,3,30,30,3,0,3,5,4,2,4,1,1,4,1,2
Fall 2023,Lower Division,ENGL 205,3656209624,3,29,29,4,4,5,8,3,0,0,1,0,0,0,4
Fall 2023,Lower Division,ENGL 205,4156097889,3,30,30,25,1,0,0,0,0,1,0,0,1,0,2
Fall 2023,Lower Division,ENGL 205,2699195529,3,31,31,24,4,0,2,1,0,0,0,0,0,0,0
Fall 2023,Lower Division,ENGL 205,4235763775,3,30,30,8,2,5,4,2,2,2,1,0,0,1,3
Fall 2023,Lower Division,ENGL 205,4235763775,3,30,29,9,3,5,1,2,1,0,0,1,3,0,4
Fall 2023,Lower Division,ENGL 205,1461826651,3,28,26,5,7,4,4,1,1,0,0,0,0,0,4
Fall 2023,Lower Division,ENGL 205,1461826651,3,29,27,5,4,4,4,3,2,1,0,0,0,2,2
Fall 2023,Lower Division,ENGL 208,1276394823,3,24,23,8,5,4,2,1,1,0,0,0,0,0,2
Fall 2023,Lower Division,ENGL 208,3139447893,3,27,25,15,5,2,0,0,1,0,0,0,0,0,2
Fall 2023,Lower Division,ENGL 208,3250399918,3,15,14,8,3,1,0,1,1,0,0,0,0,0,0
Fall 2023,Lower Division,ENGL 208,7288866370,3,28,28,27,0,0,0,0,0,0,0,0,0,0,1
Fall 2023,Lower Division,ENGL 208,2575502884,3,28,26,15,5,1,3,1,0,0,0,0,0,0,1
Fall 2023,Lower Division,ENGL 215,659526017,3,30,30,26,0,0,0,0,0,1,1,0,0,0,2
Fall 2023,Lower Division,ENGL 215,4090703566,3,30,26,13,3,1,1,1,1,2,1,1,0,1,1
Fall 2023,Lower Division,ENGL 215,795184653,3,30,29,6,4,7,4,0,3,2,2,1,0,0,0
Fall 2023,Lower Division,ENGL 215,1668108716,3,29,27,12,2,1,5,3,0,0,2,0,0,0,2
Fall 2023,Lower Division,ENGL 215,4090703566,3,30,26,6,3,2,3,6,1,2,1,0,0,1,1
Fall 2023,Lower Division,ENGL 215,795184653,3,29,23,3,0,4,3,2,2,4,2,0,1,0,2
Fall 2023,Lower Division,ENGL 255,348236945,3,42,42,38,1,0,0,1,1,1,0,0,0,0,0
Fall 2023,Lower Division,ENGL 255,348236945,3,40,40,40,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ENGL 255,659526017,3,38,38,34,0,0,0,0,0,0,2,0,0,0,2
Fall 2023,Lower Division,ENGL 258,434950954,3,34,33,7,4,3,5,3,3,6,0,0,0,0,2
Fall 2023,Lower Division,ENGL 259,3820976151,3,34,33,10,3,6,7,1,3,1,1,1,0,0,0
Fall 2023,Lower Division,ENGL 259,2068281276,3,33,30,15,3,4,3,2,0,1,0,0,0,0,2
Fall 2023,Lower Division,ENGL 275,4095724464,3,34,30,13,3,1,3,3,1,2,3,0,0,0,1
Fall 2023,Lower Division,ENGL 275,2040015725,3,27,27,15,2,1,2,3,2,2,0,0,0,0,0
Fall 2023,Upper Division,ENGL 300,2484922197,3,37,34,7,2,3,3,9,2,1,2,0,1,1,3
Fall 2023,Upper Division,ENGL 300,1631464069,3,38,38,23,7,4,1,1,0,0,1,0,0,0,1
Fall 2023,Upper Division,ENGL 300,1631464069,3,37,36,12,13,3,2,0,0,3,0,1,0,0,2
Fall 2023,Upper Division,ENGL 301,537217181,3,27,22,14,0,0,6,0,0,2,0,0,0,0,0
Fall 2023,Upper Division,ENGL 302,930215865,3,21,20,11,0,0,4,3,0,1,1,0,0,0,0
Fall 2023,Upper Division,ENGL 302,537217181,3,24,21,7,0,0,6,0,0,5,0,0,0,0,3
Fall 2023,Upper Division,ENGL 302,537217181,3,19,18,8,0,0,5,0,0,5,0,0,0,0,0
Fall 2023,Upper Division,ENGL 302,930215865,3,32,30,19,0,0,9,1,0,0,0,0,1,0,0
Fall 2023,Upper Division,ENGL 303,2865737235,2,39,39,3,4,5,9,2,5,5,2,0,2,1,1
Fall 2023,Upper Division,ENGL 303,4194183329,2,37,37,7,3,3,8,3,4,5,0,2,0,0,2
Fall 2023,Upper Division,ENGL 303,2865737235,2,39,39,4,4,5,8,4,1,5,1,5,1,1,0
Fall 2023,Upper Division,ENGL 303L,2865737235,1,39,39,3,4,5,9,2,5,5,2,0,2,1,1
Fall 2023,Upper Division,ENGL 303L,4194183329,1,37,37,7,3,3,8,3,4,5,0,2,0,0,2
Fall 2023,Upper Division,ENGL 303L,2865737235,1,39,39,4,4,5,8,4,1,5,1,5,1,1,0
Fall 2023,Upper Division,ENGL 305,4095724464,3,27,26,14,3,2,1,3,0,2,1,0,0,0,0
Fall 2023,Upper Division,ENGL 305,2458631860,3,29,28,8,4,3,4,0,0,3,0,0,3,0,3
Fall 2023,Upper Division,ENGL 305,659526017,3,30,30,25,0,0,0,0,0,0,0,0,0,0,5
Fall 2023,Upper Division,ENGL 305,659526017,3,30,29,28,0,0,0,0,0,0,0,0,0,0,1
Fall 2023,Upper Division,ENGL 305,1461070533,3,27,18,8,2,2,2,1,0,3,0,0,0,0,0
Fall 2023,Upper Division,ENGL 306,3919288216,3,28,25,1,1,3,4,4,4,4,0,2,1,0,1
Fall 2023,Upper Division,ENGL 306,4095724464,3,30,28,16,5,2,2,1,0,1,0,1,0,0,0
Fall 2023,Upper Division,ENGL 306,799594179,3,27,27,5,1,0,5,3,2,6,1,0,1,0,3
Fall 2023,Upper Division,ENGL 306,1907085788,3,29,28,14,9,3,1,0,0,0,0,0,0,0,1
Fall 2023,Upper Division,ENGL 306,799594179,3,29,25,3,3,1,5,3,0,3,1,1,1,2,2
Fall 2023,Upper Division,ENGL 306,3919288216,3,28,25,3,5,2,5,4,4,2,0,0,0,0,0
Fall 2023,Upper Division,ENGL 306,4156097889,3,30,30,24,3,1,0,2,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 306,4156097889,3,30,30,26,1,1,1,1,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 306,2270465395,3,30,27,6,6,2,4,2,1,0,2,0,1,1,2
Fall 2023,Upper Division,ENGL 306,3497389667,3,30,30,6,5,4,5,2,2,5,0,0,0,0,1
Fall 2023,Upper Division,ENGL 306,3497389667,3,28,26,7,3,3,5,0,1,3,2,0,2,0,0
Fall 2023,Upper Division,ENGL 308,2636821695,3,30,29,14,8,1,2,2,0,0,0,0,0,0,2
Fall 2023,Upper Division,ENGL 308,7288866370,3,22,22,22,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 308,1276394823,3,30,28,18,4,2,2,1,0,0,0,0,0,0,1
Fall 2023,Upper Division,ENGL 309,2347762122,3,28,28,22,3,1,1,0,1,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 310,2575502884,3,22,22,17,2,2,0,0,1,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 311,6411402128,3,40,39,12,15,9,3,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 311,6411402128,3,38,36,15,7,10,3,1,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 311,1999835888,3,38,32,23,0,0,3,0,0,0,0,0,1,0,5
Fall 2023,Upper Division,ENGL 312,2283107226,3,29,25,5,5,6,5,1,1,0,0,0,0,1,1
Fall 2023,Upper Division,ENGL 313,4126721133,3,24,24,14,5,0,1,0,0,0,0,0,0,0,4
Fall 2023,Upper Division,ENGL 313,2451866413,3,24,24,13,1,1,3,1,1,0,1,0,2,1,0
Fall 2023,Upper Division,ENGL 316,434950954,3,14,12,1,0,5,2,4,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 318,1605039337,3,36,31,2,0,4,4,5,2,3,2,2,2,0,5
Fall 2023,Upper Division,ENGL 333,2484922197,3,38,37,14,4,3,6,2,1,2,1,1,1,1,1
Fall 2023,Upper Division,ENGL 333,3289955356,3,40,40,5,13,8,4,3,1,2,0,0,1,0,3
Fall 2023,Upper Division,ENGL 333,3289955356,3,38,38,16,3,9,3,3,0,1,0,0,1,0,2
Fall 2023,Upper Division,ENGL 333,2451866413,3,40,40,21,4,7,3,2,1,0,1,0,0,0,1
Fall 2023,Upper Division,ENGL 333,2451866413,3,39,39,15,3,12,3,4,0,1,0,0,0,0,1
Fall 2023,Upper Division,ENGL 333,3925031917,3,39,36,13,9,4,7,0,0,0,0,0,0,0,3
Fall 2023,Upper Division,ENGL 355,993301189,3,19,19,3,7,5,2,1,0,0,0,0,0,0,1
Fall 2023,Upper Division,ENGL 355,498943558,3,30,28,9,2,6,2,1,1,4,0,0,1,2,0
Fall 2023,Upper Division,ENGL 355,1130238316,3,30,28,15,6,2,2,1,0,1,0,0,0,0,1
Fall 2023,Upper Division,ENGL 355,799594179,3,30,30,9,8,2,6,1,1,1,1,0,0,1,0
Fall 2023,Upper Division,ENGL 364,1829639269,3,38,26,4,3,2,6,3,1,2,1,1,1,0,2
Fall 2023,Upper Division,ENGL 364,3497389667,3,38,38,17,10,3,3,2,1,2,0,0,0,0,0
Fall 2023,Upper Division,ENGL 364,7525419136,3,38,36,10,4,0,7,3,3,2,2,0,2,0,3
Fall 2023,Upper Division,ENGL 364,7525419136,3,39,39,9,4,2,7,2,0,1,3,3,4,3,1
Fall 2023,Upper Division,ENGL 369,799594179,3,37,32,7,2,6,5,2,2,3,1,0,1,0,3
Fall 2023,Upper Division,ENGL 406,4126721133,3,22,22,15,1,0,1,1,2,0,0,0,0,0,2
Fall 2023,Upper Division,ENGL 407,1358122366,3,14,14,4,3,2,3,1,1,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 408,2856965082,3,24,24,23,0,1,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 408,2856965082,3,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 409,2347762122,3,14,14,9,3,0,1,1,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 412,2770638625,3,17,17,17,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 417,348236945,3,39,39,30,1,3,2,1,0,0,0,0,0,0,2
Fall 2023,Upper Division,ENGL 420,348236945,3,32,32,29,0,0,0,0,0,0,0,0,0,0,3
Fall 2023,Upper Division,ENGL 421AH,3820976151,3,24,24,13,2,2,3,1,1,1,0,0,0,0,1
Fall 2023,Upper Division,ENGL 428,2484922197,3,39,39,16,12,4,1,3,0,1,1,0,0,0,1
Fall 2023,Upper Division,ENGL 428,2647043597,3,40,40,32,7,1,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 428,2484922197,3,29,28,9,9,2,5,1,1,1,0,0,0,0,0
Fall 2023,Upper Division,ENGL 429,993301189,3,22,21,4,7,6,2,1,1,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 430,2451866413,3,17,15,9,2,1,1,0,0,0,0,0,0,0,2
Fall 2023,Upper Division,ENGL 434,1631464069,3,21,20,11,3,0,3,2,0,0,0,0,0,0,1
Fall 2023,Upper Division,ENGL 436,761648512,3,27,26,1,3,2,9,4,2,4,1,0,0,0,0
Fall 2023,Upper Division,ENGL 436,761648512,3,34,34,4,4,3,7,3,0,5,2,0,1,0,5
Fall 2023,Upper Division,ENGL 456,1829639269,3,31,26,6,1,1,2,4,3,2,2,0,4,0,1
Fall 2023,Upper Division,ENGL 464,2347762122,3,30,28,2,8,2,5,5,3,1,1,1,0,0,0
Fall 2023,Upper Division,ENGL 465,2770638625,3,39,38,33,0,0,3,0,0,1,0,0,0,0,1
Fall 2023,Upper Division,ENGL 467,3820976151,3,40,38,11,13,3,5,2,2,1,0,0,0,0,1
Fall 2023,Upper Division,ENGL 475,761648512,3,37,37,5,3,6,0,1,0,8,2,0,1,0,11
Fall 2023,Upper Division,ENGL 476,498943558,3,34,32,14,1,0,8,3,2,1,0,1,1,1,0
Fall 2023,Upper Division,ENGL 477,2040015725,3,38,38,29,1,2,4,2,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 477,498943558,3,22,20,9,2,3,0,2,1,0,1,0,0,2,0
Fall 2023,Upper Division,ENGL 490,2856965082,3,27,27,25,2,0,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 490,2856965082,3,17,17,17,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 494,2568601975,1,25,19,19,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 494IP,2568601975,2,25,19,19,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Upper Division,ENGL 495ESM,4126721133,3,24,24,21,1,0,0,0,0,0,0,0,0,0,2
Fall 2023,Upper Division,ENGL 495FF,7444364254,3,22,18,8,3,2,5,0,0,0,0,0,0,0,0
Fall 2023,Graduate,ENGL 507,7444364254,3,15,13,6,5,2,0,0,0,0,0,0,0,0,0
Fall 2023,Graduate,ENGL 507,1631464069,3,14,14,13,0,1,0,0,0,0,0,0,0,0,0
Fall 2023,Graduate,ENGL 525WS,1668108716,3,19,19,16,1,0,0,0,0,0,0,0,0,0,2
Fall 2023,Graduate,ENGL 604,537217181,3,14,13,12,0,0,1,0,0,0,0,0,0,0,0
Fall 2023,Graduate,ENGL 608,7288866370,3,12,12,12,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Graduate,ENGL 622,2347762122,3,11,11,9,2,0,0,0,0,0,0,0,0,0,0
Fall 2023,Graduate,ENGL 638,4126721133,3,12,12,12,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Graduate,ENGL 652,2026969387,3,13,13,6,5,0,1,1,0,0,0,0,0,0,0
Fall 2023,Lower Division,GWS 100,2568601975,3,41,41,26,1,1,3,2,2,1,0,0,0,2,3
Fall 2023,Lower Division,GWS 100,3766864628,3,43,42,9,7,3,6,1,4,4,1,0,1,0,6
Fall 2023,Lower Division,GWS 100,3766864628,3,40,40,19,10,2,5,2,0,0,0,0,0,1,1
Fall 2023,Lower Division,GWS 100,3766864628,3,42,42,22,8,5,3,0,2,0,0,0,0,0,2
Fall 2023,Lower Division,GWS 100,3407299213,3,39,36,15,3,3,5,4,1,0,1,0,1,0,3
Fall 2023,Lower Division,GWS 100,587632178,3,41,41,7,3,3,6,3,3,7,0,1,2,1,5
Fall 2023,Lower Division,GWS 100,1382794313,3,41,41,11,2,6,5,1,1,7,3,0,0,0,5
Fall 2023,Lower Division,GWS 100,1887297131,3,41,40,3,8,0,5,1,3,2,0,0,6,0,12
Fall 2023,Lower Division,GWS 100,2350503178,3,40,40,33,2,2,2,0,1,0,0,0,0,0,0
Fall 2023,Lower Division,GWS 100,277896868,3,38,38,8,0,5,0,2,3,3,0,0,0,1,16
Fall 2023,Lower Division,GWS 110,2540768758,3,38,38,1,1,3,1,8,4,2,5,1,5,2,5
Fall 2023,Lower Division,GWS 110,277896868,3,40,39,21,0,4,4,3,1,0,1,0,1,2,2
Fall 2023,Lower Division,GWS 110,7824751609,3,41,41,7,8,4,13,2,3,0,0,0,1,0,3
Fall 2023,Lower Division,GWS 110,2540768758,3,38,38,1,5,2,6,3,3,3,4,3,2,0,6
Fall 2023,Lower Division,GWS 220,3766864628,3,39,39,27,3,2,1,2,0,0,0,0,0,1,3
Fall 2023,Lower Division,GWS 220,1877145822,3,38,35,16,4,0,5,2,1,0,2,1,2,0,2
Fall 2023,Upper Division,GWS 300,3407299213,3,29,29,11,2,2,4,2,1,1,1,0,0,2,3
Fall 2023,Upper Division,GWS 300,7484674456,3,33,30,5,6,4,3,6,1,1,1,0,1,0,2
Fall 2023,Upper Division,GWS 300,2779918371,3,36,35,7,1,1,7,4,1,3,2,0,1,0,8
Fall 2023,Upper Division,GWS 300,1887297131,3,22,22,6,7,3,4,0,0,1,0,0,0,0,1
Fall 2023,Upper Division,GWS 300,7088353965,3,36,36,18,5,4,2,2,1,1,0,2,0,0,1
Fall 2023,Upper Division,GWS 300,1382794313,3,35,35,19,3,2,4,3,0,0,0,1,1,0,2
Fall 2023,Upper Division,GWS 301,587632178,3,15,15,6,5,0,1,0,0,0,1,0,2,0,0
Fall 2023,Upper Division,GWS 302,3407299213,3,19,18,11,3,1,0,0,1,1,1,0,0,0,0
Fall 2023,Upper Division,GWS 351,1887297131,3,35,35,23,4,1,4,1,1,1,0,0,0,0,0
Fall 2023,Upper Division,GWS 351,2568601975,3,38,38,28,4,1,2,2,0,1,0,0,0,0,0
Fall 2023,Upper Division,GWS 351,3916104781,3,36,35,16,5,6,2,2,0,2,0,0,0,1,1
Fall 2023,Upper Division,GWS 351,2197645836,3,36,36,7,8,5,5,6,1,1,0,1,1,0,1
Fall 2023,Upper Division,GWS 351,3916104781,3,35,34,12,9,7,3,1,1,0,0,0,1,0,0
Fall 2023,Upper Division,GWS 351,2779918371,3,36,33,7,2,2,4,5,3,2,1,0,0,1,6
Fall 2023,Upper Division,GWS 351,1382794313,3,37,37,18,1,0,3,2,3,1,2,2,0,1,4
Fall 2023,Upper Division,GWS 370,2350503178,3,30,30,19,3,3,0,0,0,0,1,1,1,1,1
Fall 2023,Upper Division,GWS 370,1887297131,3,34,34,13,7,6,5,0,0,1,0,2,0,0,0
Fall 2023,Upper Division,GWS 370,3916104781,3,36,33,15,7,1,3,2,1,3,1,0,0,0,0
Fall 2023,Upper Division,GWS 370,3916104781,3,37,33,13,4,4,4,0,2,5,1,0,0,0,0
Fall 2023,Upper Division,GWS 370,1382794313,3,35,35,24,1,2,2,0,1,2,0,0,0,0,3
Fall 2023,Upper Division,GWS 440,1853330399,3,16,15,6,0,0,2,1,1,1,1,1,0,0,2
Fall 2023,Lower Division,J S 100,2096828351,3,48,48,6,0,2,5,9,4,4,2,1,5,1,9
Fall 2023,Lower Division,J S 100,2096828351,3,30,30,1,1,1,2,2,3,4,3,2,1,0,10
Fall 2023,Lower Division,J S 210,2513647708,3,30,29,8,2,4,4,1,1,0,1,2,0,0,6
Fall 2023,Upper Division,J S 318,1961465614,3,32,32,19,0,0,7,0,1,4,0,0,0,0,1
Fall 2023,Upper Division,J S 318,1961465614,3,24,24,14,2,1,2,0,0,3,0,0,0,0,2
Fall 2023,Lower Division,HUM 101,1271086257,3,43,43,5,3,3,7,2,4,5,1,3,4,0,6
Fall 2023,Lower Division,HUM 101,1039050794,3,43,35,1,2,2,7,6,2,6,2,0,3,2,2
Fall 2023,Lower Division,HUM 101,3497389667,3,43,41,23,5,0,2,5,2,2,0,0,2,0,0
Fall 2023,Lower Division,HUM 101,2520643511,3,38,37,2,2,6,4,8,3,1,4,0,1,3,3
Fall 2023,Lower Division,HUM 101,498943558,3,37,30,4,2,3,6,1,2,7,3,0,1,1,0
Fall 2023,Lower Division,HUM 101,3224505449,3,37,37,10,9,4,2,1,0,2,0,2,0,2,5
Fall 2023,Lower Division,HUM 101,2484922197,3,36,35,8,6,4,4,0,2,4,2,0,0,1,4
Fall 2023,Lower Division,HUM 101,2068281276,3,38,38,23,4,2,5,0,1,1,2,0,0,0,0
Fall 2023,Lower Division,HUM 101,2068281276,3,37,37,20,4,1,0,3,4,1,0,0,2,0,2
Fall 2023,Lower Division,HUM 101,3497389667,3,41,36,18,5,4,4,0,1,1,1,0,1,0,1
Fall 2023,Lower Division,HUM 101,2520643511,3,43,43,18,10,5,2,0,2,1,0,1,0,2,2
Fall 2023,Lower Division,HUM 101,2993749517,3,38,38,24,5,1,5,0,0,1,0,0,0,0,2
Fall 2023,Lower Division,HUM 101,2993749517,3,37,37,25,4,2,1,0,0,2,0,0,0,0,3
Fall 2023,Lower Division,HUM 101,2520643511,3,37,37,14,3,5,6,1,1,1,0,0,1,1,4
Fall 2023,Lower Division,HUM 101,7586615086,3,36,36,11,2,1,12,0,3,2,0,0,0,0,5
Fall 2023,Lower Division,HUM 105,7586615086,3,37,37,28,0,1,2,0,1,2,0,0,1,0,2
Fall 2023,Lower Division,INDS 250,2770638625,3,20,20,10,3,1,5,0,0,0,0,0,0,0,1
Fall 2023,Lower Division,LR S 100,6662456344,1,42,42,29,2,4,0,1,2,2,2,0,0,0,0
Fall 2023,Lower Division,LR S 100F,6662456344,1,42,42,21,9,6,1,0,2,2,1,0,0,0,0
Fall 2023,Lower Division,LR S 200,5802546027,3,25,25,1,1,4,7,2,3,3,2,0,0,1,1
Fall 2023,Lower Division,LR S 200L,5931205563,1,26,26,1,1,4,7,2,3,4,2,0,0,1,1
Fall 2023,Upper Division,INDS 300,5802546027,3,16,14,3,4,2,1,0,0,1,0,0,1,0,2
Fall 2023,Upper Division,INDS 400,3093223700,3,14,14,9,0,0,0,2,1,2,0,0,0,0,0
Fall 2023,Upper Division,LR S 300,1276394823,2,25,25,22,0,1,0,1,0,0,0,0,0,0,1
Fall 2023,Upper Division,LR S 300,1276394823,2,20,20,13,3,1,1,0,1,0,0,0,0,0,1
Fall 2023,Upper Division,LR S 300,3139447893,2,26,26,16,2,2,2,0,0,1,0,0,0,0,3
Fall 2023,Upper Division,LR S 300F,3139447893,1,25,25,22,0,1,0,1,0,0,0,0,0,0,1
Fall 2023,Upper Division,LR S 300F,3139447893,1,20,20,13,3,1,1,0,1,0,0,0,0,0,1
Fall 2023,Upper Division,LR S 300F,173099207,1,26,26,16,2,2,2,0,0,1,0,0,0,0,3
Fall 2023,Upper Division,LR S 333,2770638625,3,18,17,12,1,1,2,0,0,1,0,0,0,0,0
Fall 2023,Upper Division,SUST 300,1474951454,3,43,43,5,6,3,11,4,6,2,3,0,0,0,3
Fall 2023,Upper Division,SUST 300,3946414327,3,28,26,5,2,4,1,2,2,1,0,1,1,0,7
Fall 2023,Upper Division,SUST 310,3946414327,3,43,42,6,3,2,4,3,5,6,4,0,3,0,6
Fall 2023,Lower Division,LING 113A,1566585815,3,19,19,10,5,2,0,1,0,0,0,0,1,0,0
Fall 2023,Lower Division,LING 113A,4194183329,3,15,15,3,1,0,1,3,1,1,1,2,0,0,2
Fall 2023,Lower Division,LING 113A,3138499256,3,13,12,9,1,0,0,1,0,1,0,0,0,0,0
Fall 2023,Lower Division,LING 113A,1566585815,3,12,12,9,1,2,0,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,LING 113B,1907085788,3,20,20,11,5,0,1,0,0,0,0,0,0,0,3
Fall 2023,Lower Division,LING 113B,1907085788,3,19,19,11,5,0,0,0,0,0,1,1,0,0,1
Fall 2023,Lower Division,LING 200,2865737235,3,41,41,11,4,4,5,4,3,1,1,2,0,0,6
Fall 2023,Lower Division,LING 200,92689938,3,42,42,28,2,1,4,2,2,2,1,0,0,0,0
Fall 2023,Lower Division,LING 250,2706561557,3,45,45,11,7,7,8,3,1,3,2,2,0,1,0
Fall 2023,Lower Division,LING 250,1348913611,3,42,42,31,1,3,2,1,0,0,0,0,0,0,4
Fall 2023,Upper Division,LING 300,1348913611,3,29,29,19,2,5,0,0,1,1,1,0,0,0,0
Fall 2023,Upper Division,LING 303,2706561557,3,42,40,13,8,6,7,5,0,0,0,0,0,0,1
Fall 2023,Upper Division,LING 309,74570551,3,41,37,13,6,5,0,3,2,1,3,1,0,1,2
Fall 2023,Upper Division,LING 310,2213251691,3,39,37,18,5,2,4,0,1,3,0,1,0,1,2
Fall 2023,Upper Division,LING 310,92689938,3,41,41,26,5,1,3,0,0,0,1,1,0,0,4
Fall 2023,Upper Division,LING 310,92689938,3,42,42,17,7,1,4,2,2,2,1,1,0,1,4
Fall 2023,Upper Division,LING 310,2213251691,3,41,41,12,3,3,7,6,1,3,1,0,1,1,3
Fall 2023,Upper Division,LING 325,2865737235,3,38,38,13,3,4,6,1,1,2,2,1,1,1,3
Fall 2023,Upper Division,LING 325,720378670,3,42,40,7,7,3,11,1,6,0,0,2,1,1,1
Fall 2023,Upper Division,LING 403,2706561557,3,25,25,11,1,3,3,3,0,3,1,0,0,0,0
Fall 2023,Upper Division,LING 408,2213251691,3,30,27,10,5,2,2,3,2,3,0,0,0,0,0
Fall 2023,Upper Division,LING 411,1348913611,3,16,15,11,1,1,0,0,1,0,0,1,0,0,0
Fall 2023,Upper Division,LING 417,930215865,3,22,21,10,0,0,8,1,0,2,0,0,0,0,0
Fall 2023,Upper Division,LING 417,4194183329,3,42,41,6,14,7,5,3,1,0,2,0,1,0,2
Fall 2023,Upper Division,LING 417,74570551,3,43,42,13,13,8,5,1,1,0,1,0,0,0,0
Fall 2023,Graduate,LING 510,2213251691,3,14,13,4,3,2,2,2,0,0,0,0,0,0,0
Fall 2023,Graduate,LING 530,7519645323,3,15,14,7,2,2,2,0,0,0,0,0,0,0,1
Fall 2023,Lower Division,ARAB 101,2283641871,4,35,35,26,0,2,4,1,0,0,1,0,0,0,1
Fall 2023,Lower Division,ARAB 102,2283641871,4,26,26,26,0,0,0,0,0,0,0,0,0,0,0
Fall 2023,Lower Division,ARMN 101,2349521248,3,31,30,11,4,2,6,2,2,1,0,2,0,0,0
Fall 2023,Lower Division,CHIN 101,917668723,4,20,18,8,1,0,0,3,0,4,0,0,0,0,2
Fall 2023,Lower Division,CHIN 102,917668723,4,17,15,4,4,1,3,0,1,1,0,0,0,1,0
Fall 2023,Lower Division,CLAS 101L,2475757194,3,27,27,9,0,3,1,2,2,1,0,0,2,1,6
Fall 2023,Lower Division,FLIT 150,2475757194,3,31,31,9,4,1,1,0,4,2,2,0,0,0,8
Fall 2023,Lower Division,FLIT 150,3789765326,3,24,24,9,4,0,4,2,0,0,0,0,0,0,5
Fall 2023,Lower Division,FLIT 234,2662254487,3,29,26,17,1,3,2,0,3,0,0,0,0,0,0
Fall 2023,Lower Division,FREN 101,790183621,4,28,24,5,1,2,0,3,1,4,2,1,2,0,3
Fall 2023,Lower Division,FREN 101,2656437643,4,31,26,9,1,3,2,3,3,0,4,0,0,0,1
Fall 2023,Lower Division,FREN 101,2656437643,4,27,23,6,0,2,5,5,1,1,3,0,0,0,0
