,Term,Class Level,Course Subject and Number,Random Instructor ID,Component Unit,A,A-,B,B+,B-,C,C+,C-,D,D+,F
28047,Spring 2017,Lower Division,NURS 285,27260,3.0,0,13,0,12,0,0,0,0,0,0,0
28048,Spring 2017,Lower Division,PHIL 101,32338,3.0,10,0,0,0,0,0,0,0,0,0,0
28049,Spring 2017,Lower Division,PHIL 102,29685,3.0,0,0,26,0,0,49,13,0,14,0,0
28050,Spring 2017,Lower Division,PHIL 102,30891,3.0,58,81,32,39,27,16,0,0,0,0,21
28051,Spring 2017,Lower Division,PHIL 102,33105,3.0,0,0,34,0,0,64,0,0,33,0,26
28052,Spring 2017,Lower Division,PHIL 102,33541,3.0,0,0,21,14,17,15,23,11,0,0,0
28053,Spring 2017,Lower Division,PHIL 102,49567,3.0,41,16,13,0,0,0,0,0,0,0,0
28054,Spring 2017,Lower Division,PHIL 104,28337,3.0,13,17,24,15,24,10,11,0,0,0,0
28055,Spring 2017,Lower Division,PHYS 202A,43461,3.0,0,0,0,0,0,20,17,0,0,0,29
28056,Spring 2017,Lower Division,PHYS 202A,49614,3.0,13,15,10,13,0,0,10,12,0,0,0
28057,Spring 2017,Lower Division,PHYS 202A,50962,3.0,0,0,0,0,0,0,10,0,0,0,31
28058,Spring 2017,Lower Division,PHYS 202B,33609,3.0,0,0,0,0,0,12,0,0,13,0,14
28059,Spring 2017,Lower Division,PHYS 202B,48268,3.0,17,0,0,0,0,11,0,0,0,0,0
28060,Spring 2017,Lower Division,PHYS 204A,28865,3.0,0,0,0,0,0,0,0,0,0,0,11
28061,Spring 2017,Lower Division,PHYS 204A,34573,3.0,0,0,0,0,0,15,0,0,0,0,0
28062,Spring 2017,Lower Division,PHYS 204A,52125,3.0,0,0,0,0,15,0,0,12,0,0,0
28063,Spring 2017,Lower Division,PHYS 204B,26385,3.0,0,0,0,0,0,15,0,0,0,0,0
28064,Spring 2017,Lower Division,PHYS 204B,48329,3.0,0,0,0,0,0,10,0,0,0,0,0
28065,Spring 2017,Lower Division,PHYS 204B,52593,3.0,0,0,0,0,0,0,0,10,0,0,0
28066,Spring 2017,Lower Division,PHYS 204C,43592,3.0,0,0,0,11,0,0,0,0,0,0,0
28067,Spring 2017,Lower Division,POLS 155,27477,3.0,0,11,26,24,24,36,44,26,19,10,10
28068,Spring 2017,Lower Division,POLS 155,28307,3.0,0,0,18,0,17,21,0,0,0,0,10
28069,Spring 2017,Lower Division,POLS 155,30198,3.0,0,12,43,20,44,23,42,17,0,0,0
28070,Spring 2017,Lower Division,POLS 155,30616,3.0,24,12,13,13,0,10,11,0,11,0,0
28071,Spring 2017,Lower Division,POLS 155,35141,3.0,0,35,11,22,0,0,0,0,0,0,0
28072,Spring 2017,Lower Division,POLS 155,35446,3.0,54,17,0,0,0,0,0,0,0,0,0
28073,Spring 2017,Lower Division,POLS 250,27910,3.0,19,21,66,41,45,20,29,15,14,0,0
28074,Spring 2017,Lower Division,PSSC 101,48343,2.0,14,14,14,16,18,0,12,0,0,0,0
28075,Spring 2017,Lower Division,PSYC 101,27377,3.0,0,0,13,0,11,22,11,0,11,0,0
28076,Spring 2017,Lower Division,PSYC 101,30264,3.0,12,10,0,0,10,0,0,0,0,0,0
28077,Spring 2017,Lower Division,PSYC 101,32045,3.0,37,15,17,0,0,0,0,0,0,0,0
28078,Spring 2017,Lower Division,PSYC 101,38839,3.0,15,0,0,0,15,11,0,0,0,0,0
28079,Spring 2017,Lower Division,PSYC 101,40356,3.0,18,15,16,13,17,10,14,0,0,0,0
28080,Spring 2017,Lower Division,PSYC 151,41118,3.0,0,0,30,13,11,13,0,0,0,0,0
28081,Spring 2017,Lower Division,RECR 200,30767,2.0,0,0,16,0,0,0,0,0,0,0,0
28082,Spring 2017,Lower Division,RECR 220,33626,3.0,0,18,0,10,0,0,0,0,0,0,0
28083,Spring 2017,Lower Division,RECR 260,26992,3.0,15,25,0,16,0,0,0,0,0,0,0
28084,Spring 2017,Lower Division,RELS 100,26441,3.0,11,0,0,0,0,0,0,0,0,0,0
28085,Spring 2017,Lower Division,RELS 110,44294,3.0,10,0,13,0,0,0,0,0,0,0,0
28086,Spring 2017,Lower Division,RELS 180,40214,3.0,22,0,0,0,0,0,0,0,0,0,0
28087,Spring 2017,Lower Division,RELS 180,51419,3.0,0,35,11,22,0,0,0,0,0,0,0
28088,Spring 2017,Lower Division,SOCI 100,30509,3.0,28,0,0,0,0,0,0,0,0,0,0
28089,Spring 2017,Lower Division,SOCI 100,37401,3.0,24,19,21,26,14,0,0,0,0,0,0
28090,Spring 2017,Lower Division,SPAN 101,28456,3.0,18,0,0,0,0,0,0,0,0,0,0
28091,Spring 2017,Lower Division,SPAN 202,28463,3.0,0,10,0,0,0,0,0,0,0,0,0
28092,Spring 2017,Lower Division,SWRK 170,32693,3.0,25,13,0,0,0,0,0,0,0,0,0
28093,Spring 2017,Lower Division,SWRK 170,39019,3.0,11,0,0,0,0,0,0,0,0,0,0
28094,Spring 2017,Lower Division,SWRK 200,39401,3.0,27,0,0,0,0,0,0,0,0,0,0
28095,Spring 2017,Lower Division,THEA 110,39423,3.0,34,0,27,0,0,0,0,0,0,0,0
28096,Spring 2017,Lower Division,THEA 112,29951,3.0,0,21,0,10,0,0,0,0,0,0,0
28097,Spring 2017,Lower Division,THEA 112,39423,3.0,13,0,0,0,0,0,0,0,0,0,0
28098,Spring 2017,Lower Division,THEA 205,27380,1.0,13,0,0,0,0,0,0,0,0,0,0
28099,Spring 2017,Lower Division,WMST 170,30741,3.0,0,14,0,0,0,0,0,0,0,0,0
28100,Spring 2017,Lower Division,WMST 170,35214,3.0,24,0,0,0,0,0,0,0,0,0,0
28101,Spring 2017,Lower Division,CIMT 101,43668,2.0,11,0,0,0,0,0,0,0,0,0,0
28102,Spring 2017,Lower Division,CMST 255,39175,3.0,15,0,0,0,0,0,0,0,0,0,0
28103,Spring 2017,Lower Division,EECE 144,44911,3.0,0,10,0,0,0,0,0,0,0,0,0
28104,Spring 2017,Lower Division,EECE 144,52441,3.0,10,0,0,0,11,0,0,0,0,0,0
28105,Spring 2017,Lower Division,EECE 211,44911,3.0,0,15,10,18,0,0,0,0,0,0,0
28106,Spring 2017,Lower Division,MATH 110,27580,3.0,0,0,0,0,0,0,0,10,0,0,0
28107,Spring 2017,Lower Division,MECH 200,42997,1.0,0,11,12,16,0,0,0,0,0,0,0
28108,Spring 2017,Lower Division,NURS 283,37466,4.0,0,16,0,0,0,0,0,0,0,0,0
28109,Spring 2017,Lower Division,SOCI 133,51736,3.0,0,0,10,0,16,13,12,0,0,0,0
28110,Spring 2017,Lower Division,SOCI 227,40214,3.0,27,0,0,0,0,0,0,0,0,0,0
28111,Spring 2017,Lower Division,SPAN 102,30458,3.0,0,11,0,0,0,0,0,0,0,0,0
28112,Spring 2017,Lower Division,AIST 170,36970,3.0,15,0,0,0,0,0,0,0,0,0,0
28113,Spring 2017,Lower Division,CIVL 205,30227,2.0,0,10,0,0,0,0,0,0,0,0,0
28114,Spring 2017,Lower Division,EECE 110,41756,3.0,17,0,0,0,0,0,0,0,0,0,0
28115,Spring 2017,Lower Division,ENGL 203,49917,3.0,0,0,0,10,0,0,0,0,0,0,0
28116,Spring 2017,Lower Division,KINE 207,33764,2.0,15,0,0,0,0,0,0,0,0,0,0
28117,Spring 2017,Lower Division,KINE 207,33764,1.0,14,0,0,0,0,0,0,0,0,0,0
28118,Spring 2017,Lower Division,KINE 295,35326,3.0,16,0,0,0,0,0,0,0,0,0,0
28119,Spring 2017,Lower Division,CHLD 282,35960,2.0,10,15,0,0,0,0,0,0,0,0,0
28120,Spring 2017,Lower Division,BIOL 153,50903,3.0,15,17,16,0,0,0,0,0,0,0,0
28121,Spring 2017,Lower Division,BSIS 105,28666,3.0,0,0,10,0,0,0,0,0,0,0,0
28122,Spring 2017,Lower Division,HUMN 222,32860,3.0,0,0,10,13,0,16,0,0,0,0,0
28123,Spring 2017,Lower Division,MECH 100L,42997,1.0,0,0,0,0,13,0,0,0,0,0,0
28124,Spring 2017,Lower Division,SPAN 201,30458,3.0,0,12,0,0,0,0,0,0,0,0,0
28125,Spring 2017,Lower Division,ENGL 278,32316,3.0,16,0,0,0,0,0,0,0,0,0,0
28126,Spring 2017,Lower Division,KINE 101,31123,1.0,18,0,0,0,0,0,0,0,0,0,0
28127,Spring 2017,Lower Division,KINE 110,30849,3.0,0,0,10,0,0,0,0,0,0,0,0
28128,Spring 2017,Lower Division,KINE 110,35421,3.0,17,0,0,0,0,0,0,0,0,0,0
28129,Spring 2017,Lower Division,KINE 113V,30722,1.0,31,0,0,0,0,0,0,0,0,0,0
28130,Spring 2017,Lower Division,KINE 114W,27877,1.0,12,0,0,0,0,0,0,0,0,0,0
28131,Spring 2017,Lower Division,KINE 116A,30849,1.0,10,0,0,0,0,0,0,0,0,0,0
28132,Spring 2017,Lower Division,KINE 116A,30948,1.0,25,0,0,0,0,0,0,0,0,0,0
28133,Spring 2017,Lower Division,KINE 118J,43923,1.0,38,0,0,0,0,0,0,0,0,0,0
28134,Spring 2017,Lower Division,KINE 121,30524,2.0,47,0,0,0,0,0,0,0,0,0,0
28135,Spring 2017,Lower Division,KINE 121,43044,2.0,16,0,0,0,0,0,0,0,0,0,0
28136,Spring 2017,Lower Division,KINE 123,26498,1.0,74,0,0,0,0,0,0,0,0,0,0
28137,Spring 2017,Lower Division,KINE 123,30524,1.0,86,0,0,0,0,0,0,0,0,0,0
28138,Spring 2017,Lower Division,KINE 125,26623,2.0,46,0,0,0,0,0,0,0,0,0,0
28139,Spring 2017,Lower Division,KINE 129,43923,1.0,23,0,0,0,0,0,0,0,0,0,0
28140,Spring 2017,Lower Division,KINE 134A,26878,1.0,78,0,0,0,0,0,0,0,0,0,0
28141,Spring 2017,Lower Division,KINE 134B,26878,1.0,31,0,0,0,0,0,0,0,0,0,0
28142,Spring 2017,Lower Division,KINE 140,40535,1.0,23,0,0,0,0,0,0,0,0,0,0
28143,Spring 2017,Lower Division,KINE 141A,44767,1.0,28,0,0,0,0,0,0,0,0,0,0
28144,Spring 2017,Lower Division,KINE 142,30049,1.0,10,0,0,0,0,0,0,0,0,0,0
28145,Spring 2017,Lower Division,KINE 148J,46725,1.0,21,0,0,0,0,0,0,0,0,0,0
28146,Spring 2017,Lower Division,KINE 148V,46725,1.0,29,0,0,0,0,0,0,0,0,0,0
28147,Spring 2017,Lower Division,KINE 155,31123,2.0,12,0,0,0,0,0,0,0,0,0,0
28148,Spring 2017,Lower Division,KINE 156A,26878,1.0,38,0,0,0,0,0,0,0,0,0,0
28149,Spring 2017,Lower Division,KINE 156A,38959,1.0,30,0,0,0,0,0,0,0,0,0,0
28150,Spring 2017,Lower Division,KINE 156B,38959,1.0,30,0,0,0,0,0,0,0,0,0,0
28151,Spring 2017,Lower Division,KINE 162A,51834,1.0,16,11,0,0,0,0,0,0,0,0,0
28152,Spring 2017,Lower Division,KINE 162A,52586,1.0,16,0,0,0,0,0,0,0,0,0,0
28153,Spring 2017,Lower Division,KINE 162B,33958,1.0,19,0,0,0,0,0,0,0,0,0,0
28154,Spring 2017,Lower Division,KINE 162B,46725,1.0,27,0,0,0,0,0,0,0,0,0,0
28155,Spring 2017,Lower Division,KINE 166A,45413,1.0,30,0,0,0,0,0,0,0,0,0,0
28156,Spring 2017,Lower Division,KINE 166A,46431,1.0,14,0,0,0,0,0,0,0,0,0,0
28157,Spring 2017,Lower Division,KINE 166A,49916,1.0,19,0,0,0,0,0,0,0,0,0,0
28158,Spring 2017,Lower Division,KINE 166B,45413,1.0,32,0,0,0,0,0,0,0,0,0,0
28159,Spring 2017,Lower Division,KINE 166V,30849,1.0,14,0,0,0,0,0,0,0,0,0,0
28160,Spring 2017,Lower Division,KINE 166V,46431,1.0,19,0,0,0,0,0,0,0,0,0,0
28161,Spring 2017,Lower Division,KINE 168,29560,1.0,46,0,0,0,0,0,0,0,0,0,0
28162,Spring 2017,Lower Division,KINE 168,39961,1.0,31,0,0,0,0,0,0,0,0,0,0
28163,Spring 2017,Lower Division,KINE 168,49916,1.0,19,0,0,0,0,0,0,0,0,0,0
28164,Spring 2017,Lower Division,KINE 169,27367,1.0,54,0,0,0,0,0,0,0,0,0,0
28165,Spring 2017,Lower Division,KINE 169,30849,1.0,55,14,0,0,0,0,0,0,0,0,0
28166,Spring 2017,Lower Division,KINE 169,38435,1.0,53,14,19,12,0,0,0,0,0,0,0
28167,Spring 2017,Lower Division,KINE 169,39961,1.0,45,0,0,0,0,0,0,0,0,0,0
28168,Spring 2017,Lower Division,KINE 169B,27367,2.0,19,0,0,0,0,0,0,0,0,0,0
28169,Spring 2017,Lower Division,KINE 169B,27877,2.0,19,0,0,0,0,0,0,0,0,0,0
28170,Spring 2017,Lower Division,KINE 170,27367,2.0,20,0,0,0,0,0,0,0,0,0,0
28171,Spring 2017,Lower Division,KINE 197,33958,1.0,47,0,0,0,0,0,0,0,0,0,0
28172,Spring 2017,Lower Division,MATH 217,30487,3.0,0,0,0,0,10,10,0,0,0,0,0
28173,Spring 2017,Lower Division,MUSC 292,41081,3.0,25,0,0,0,0,0,0,0,0,0,0
28174,Spring 2017,Lower Division,SOSC 210,31714,3.0,19,0,0,0,0,0,0,0,0,0,0
28175,Spring 2017,Lower Division,ANSC 160,46184,1.0,12,0,0,0,0,0,0,0,0,0,0
28176,Spring 2017,Lower Division,KINE 149A,51834,1.0,12,0,0,0,0,0,0,0,0,0,0
28177,Spring 2017,Lower Division,LAST 110,37450,3.0,10,14,0,0,0,0,0,0,0,0,0
28178,Spring 2017,Lower Division,NFSC 122,36382,2.0,24,14,0,0,0,0,0,0,0,0,0
28179,Spring 2017,Lower Division,PHYS 100,28535,2.0,10,10,0,12,0,0,0,0,0,0,0
28180,Spring 2017,Lower Division,AGET 120,52612,2.0,0,0,11,0,0,0,0,0,0,0,0
28181,Spring 2017,Lower Division,CDES 283,45645,1.0,16,0,0,0,0,0,0,0,0,0,0
28182,Spring 2017,Lower Division,CIVL 175,27301,2.0,0,0,22,0,15,12,0,0,0,0,0
28183,Spring 2017,Lower Division,EDTE 255,30645,3.0,23,0,0,0,0,0,0,0,0,0,0
28184,Spring 2017,Lower Division,EDTE 255,34940,3.0,25,0,0,0,0,0,0,0,0,0,0
28185,Spring 2017,Lower Division,EDTE 255,35285,3.0,21,0,0,0,0,0,0,0,0,0,0
28186,Spring 2017,Lower Division,EDTE 255,35843,3.0,19,0,0,0,0,0,0,0,0,0,0
28187,Spring 2017,Lower Division,EDTE 255,44908,3.0,14,0,0,0,0,0,0,0,0,0,0
28188,Spring 2017,Lower Division,HCSV 189,30072,3.0,17,0,0,0,0,0,0,0,0,0,0
28189,Spring 2017,Lower Division,SMFG 160,39258,2.0,0,0,0,0,10,11,12,0,0,0,0
28190,Spring 2017,Lower Division,ARTH 130,50575,3.0,38,25,13,13,0,0,0,0,0,0,0
28191,Spring 2017,Lower Division,BIOL 105,31091,2.0,10,13,15,0,14,10,11,21,0,0,0
28192,Spring 2017,Lower Division,CDES 219,30364,3.0,20,0,0,0,0,0,0,0,0,0,0
28193,Spring 2017,Lower Division,CMSD 156,44565,3.0,52,0,0,0,0,0,0,0,0,0,0
28194,Spring 2017,Lower Division,CMST 235,46254,3.0,0,0,13,0,0,0,11,0,0,0,0
28195,Spring 2017,Lower Division,ENGL 130I,29087,3.0,20,17,16,16,13,12,0,0,0,0,12
28196,Spring 2017,Lower Division,ENGL 130I,30109,3.0,54,17,0,0,0,0,0,0,0,0,0
28197,Spring 2017,Lower Division,ENGL 130I,34422,3.0,0,16,0,0,0,0,0,0,0,0,0
28198,Spring 2017,Lower Division,ENGL 130I,38312,3.0,20,24,11,19,12,0,0,10,0,0,0
28199,Spring 2017,Lower Division,ENGL 130I,43472,3.0,10,0,20,15,20,0,16,0,0,0,0
28200,Spring 2017,Lower Division,ENGL 130I,44916,3.0,27,0,0,0,0,0,0,0,0,0,0
28201,Spring 2017,Lower Division,ENGL 130I,45648,3.0,15,25,0,20,11,0,0,0,0,0,0
28202,Spring 2017,Lower Division,ENGL 130I,46349,3.0,21,0,0,0,0,0,0,0,0,0,0
28203,Spring 2017,Lower Division,ENGL 130I,47699,3.0,64,0,0,29,0,0,0,0,0,0,0
28204,Spring 2017,Lower Division,ENGL 130I,50407,3.0,15,0,0,0,0,0,0,0,0,0,0
28205,Spring 2017,Lower Division,ENGL 130PI,30789,2.0,79,0,0,0,0,0,0,0,0,0,0
28206,Spring 2017,Lower Division,GEOG 101I,30730,2.0,0,0,12,0,13,0,0,0,0,0,0
28207,Spring 2017,Lower Division,GEOG 101I,31828,2.0,0,0,24,0,11,0,0,0,0,0,0
28208,Spring 2017,Lower Division,INED 201,-2,0.0,16,0,0,0,0,0,0,0,0,0,0
28209,Spring 2017,Lower Division,JOUR 130I,37127,2.0,32,0,0,0,0,0,0,0,0,0,0
28210,Spring 2017,Lower Division,JOUR 130I,43844,2.0,13,18,0,0,17,0,0,0,0,0,0
28211,Spring 2017,Lower Division,JOUR 130I,45601,2.0,0,11,0,0,0,0,0,0,0,0,0
28212,Spring 2017,Lower Division,JOUR 210,37127,3.0,22,15,26,0,0,0,0,0,0,0,0
28213,Spring 2017,Lower Division,JOUR 211,49604,3.0,0,0,0,0,10,0,0,0,0,0,0
28214,Spring 2017,Lower Division,KINE 113M,30722,1.0,20,0,0,0,0,0,0,0,0,0,0
28215,Spring 2017,Lower Division,KINE 148M,46725,1.0,21,0,0,0,0,0,0,0,0,0,0
28216,Spring 2017,Lower Division,KINE 152,27367,3.0,44,0,0,0,0,0,0,0,0,0,0
28217,Spring 2017,Lower Division,KINE 152,39886,3.0,0,0,11,11,0,0,0,0,0,0,0
28218,Spring 2017,Lower Division,KINE 152,39961,3.0,11,0,0,0,0,0,0,0,0,0,0
28219,Spring 2017,Lower Division,KINE 222,26498,2.0,20,0,0,0,0,0,0,0,0,0,0
28220,Spring 2017,Lower Division,KINE 247,35421,3.0,31,0,0,0,0,0,0,0,0,0,0
28221,Spring 2017,Lower Division,KINE 247,50284,3.0,24,0,0,0,0,0,0,0,0,0,0
28222,Spring 2017,Lower Division,MUSC 290,42224,3.0,40,32,22,30,13,0,0,0,0,0,0
28223,Spring 2017,Lower Division,PSYC 100,41536,3.0,19,13,11,12,17,12,14,10,0,0,0
28224,Spring 2017,Lower Division,PSYC 100,51784,3.0,15,0,10,0,0,0,0,0,0,0,0
28225,Spring 2017,Lower Division,PSYC 152,26831,3.0,18,10,29,0,10,11,0,0,0,0,0
28226,Spring 2017,Lower Division,PSYC 152,28495,3.0,0,0,12,0,0,0,0,0,0,0,0
28227,Spring 2017,Lower Division,PSYC 152,51784,3.0,20,0,0,0,0,0,0,0,0,0,0
28228,Spring 2017,Lower Division,RECR 201,29078,2.0,18,16,0,0,0,0,0,0,0,0,0
28229,Spring 2017,Lower Division,RELS 264I,27686,3.0,24,13,0,0,0,0,0,0,0,0,0
28230,Spring 2017,Lower Division,SOCI 200,40214,3.0,29,0,0,0,0,0,0,0,0,0,0
28231,Spring 2017,Lower Division,TECH 180,42457,3.0,32,0,0,0,0,0,0,0,0,0,0
28232,Spring 2017,Lower Division,TECH 182,37336,3.0,21,0,0,0,0,0,0,0,0,0,14
28233,Spring 2017,Lower Division,THEA 170,48288,2.0,18,0,0,0,0,0,0,0,0,0,0
28234,Spring 2017,Lower Division,UNIV 105I,39336,3.0,15,24,0,20,11,0,0,0,0,0,0
28235,Spring 2017,Lower Division,WMST 233,30741,3.0,17,0,0,0,0,0,0,0,0,0,0
28236,Spring 2017,Lower Division,ARTH 150,26497,3.0,70,20,11,10,0,0,0,0,0,0,0
28237,Spring 2017,Lower Division,CDES 284,45645,2.0,13,0,0,0,0,0,0,0,0,0,0
28238,Spring 2017,Lower Division,CMST 234,28467,3.0,0,10,11,0,11,0,0,0,0,0,0
28239,Spring 2017,Lower Division,ENGL 220I,27987,3.0,26,0,0,0,0,0,0,0,0,0,0
28240,Spring 2017,Lower Division,ENGL 220I,41478,3.0,19,0,0,0,0,0,0,0,0,0,0
28241,Spring 2017,Lower Division,GEOS 104,26462,3.0,12,11,14,14,0,0,0,0,0,0,0
28242,Spring 2017,Lower Division,HUMN 281I,26443,2.0,12,0,12,0,11,0,0,0,0,0,0
28243,Spring 2017,Lower Division,INST 110I,40978,3.0,14,12,11,0,0,0,0,0,0,0,0
28244,Spring 2017,Lower Division,INST 110I,42215,3.0,22,0,12,0,0,0,0,0,0,0,0
28245,Spring 2017,Lower Division,NFSC 200I,28651,3.0,0,10,0,0,0,0,0,0,0,0,0
28246,Spring 2017,Lower Division,NFSC 200I,30304,3.0,47,0,0,0,0,0,0,0,0,0,0
28247,Spring 2017,Lower Division,NFSC 200I,32405,3.0,15,0,0,0,0,0,0,0,0,0,0
28248,Spring 2017,Lower Division,ABUS 262,43244,2.0,10,0,0,0,0,0,0,0,0,0,0
28249,Spring 2017,Lower Division,ARTH 100,27307,3.0,39,26,0,18,0,0,0,0,0,0,0
28250,Spring 2017,Lower Division,EECE 237,48819,3.0,15,0,0,0,12,0,0,0,0,0,0
28251,Spring 2017,Lower Division,ENGL 258I,27896,3.0,0,10,0,0,0,0,0,0,0,0,0
28252,Spring 2017,Lower Division,ENGL 261,37336,3.0,18,0,0,0,0,0,0,0,0,0,0
28253,Spring 2017,Lower Division,KINE 118V,48283,1.0,10,0,0,0,0,0,0,0,0,0,0
28254,Spring 2017,Lower Division,KINE 153,32811,1.0,10,0,0,0,0,0,0,0,0,0,0
28255,Spring 2017,Lower Division,MCGS 155I,32838,3.0,0,0,15,0,0,13,0,0,0,0,0
28256,Spring 2017,Lower Division,NURS 255,52610,1.0,33,0,0,0,0,0,0,0,0,0,0
28257,Spring 2017,Lower Division,BIOL 102,38482,2.0,38,12,0,0,0,0,0,0,0,0,0
28258,Spring 2017,Lower Division,BIOL 102,39221,2.0,142,37,22,26,12,0,0,0,0,0,0
28259,Spring 2017,Lower Division,CAGD 110,53085,1.0,17,16,13,11,18,10,0,0,0,0,0
28260,Spring 2017,Lower Division,CAGD 112,42937,2.0,0,0,0,0,0,0,0,0,0,0,14
28261,Spring 2017,Lower Division,HCSV 211,40040,3.0,19,0,0,0,0,0,0,0,0,0,0
28262,Spring 2017,Lower Division,KINE 171,39961,1.0,25,0,0,0,0,0,0,0,0,0,0
28263,Spring 2017,Lower Division,POLS 258,31385,3.0,0,0,10,10,0,0,0,0,0,0,0
28264,Spring 2017,Lower Division,RELS 275I,27686,3.0,21,11,0,0,0,0,0,0,0,0,0
28265,Spring 2017,Lower Division,THEA 231,26818,2.0,10,0,0,0,0,0,0,0,0,0,0
28266,Spring 2017,Lower Division,CINS 110,52212,2.0,17,0,0,0,0,0,0,0,0,0,12
28267,Spring 2017,Lower Division,KINE 139,48283,1.0,11,0,0,0,0,0,0,0,0,0,0
28268,Spring 2017,Lower Division,MECH 210L,50915,1.0,0,0,12,0,0,0,0,0,0,0,0
28269,Spring 2017,Lower Division,MECH 210L,52126,1.0,0,0,0,0,11,0,0,0,0,0,0
28270,Spring 2017,Lower Division,POLS 155P,30352,2.0,17,28,35,50,24,19,40,24,10,0,0
28271,Spring 2017,Lower Division,SCED 141,50941,3.0,13,13,10,0,0,0,0,0,0,0,0
28272,Spring 2017,Lower Division,SCED 142,42840,3.0,0,0,0,11,0,0,0,0,0,0,0
28273,Spring 2017,Lower Division,SWRK 202,34886,3.0,37,0,0,0,0,0,0,0,0,0,0
28274,Spring 2017,Lower Division,ARTH 120,46445,3.0,14,0,0,0,0,12,0,0,0,0,0
28275,Spring 2017,Lower Division,MUSC 110F,27613,1.0,0,10,0,0,0,0,0,0,0,0,0
28276,Spring 2017,Lower Division,SCED 101,30674,2.0,0,0,14,11,0,0,0,0,0,0,0
28277,Spring 2017,Lower Division,CAGD 117,30197,2.0,22,0,16,11,0,16,0,0,0,0,14
28278,Spring 2017,Lower Division,ANSC 120,39154,2.0,18,0,0,0,0,0,0,0,0,0,0
28279,Spring 2017,Lower Division,MUSC 104,41818,1.0,14,0,0,0,0,0,0,0,0,0,0
28280,Spring 2017,Lower Division,RECR 185,35356,2.0,28,0,0,0,0,0,0,0,0,0,0
28281,Spring 2017,Lower Division,CIVL 140,29103,2.0,21,0,13,0,0,0,0,0,0,0,0
28282,Spring 2017,Lower Division,SMFG 260,35187,2.0,16,0,0,0,0,0,0,0,0,0,0
28283,Spring 2017,Lower Division,THEA 232,26818,2.0,10,0,0,0,0,0,0,0,0,0,0
28284,Spring 2017,Lower Division,HNRS 204,30893,1.5,14,13,10,15,0,0,0,0,0,0,0
28285,Spring 2017,Lower Division,AGET 220,52612,1.0,12,0,0,0,0,0,0,0,0,0,0
28286,Spring 2017,Lower Division,CAGD 270,35992,2.0,0,0,12,0,0,0,0,14,0,0,0
28287,Spring 2017,Lower Division,THEA 225,48288,3.0,11,0,0,0,0,0,0,0,0,0,0
28288,Spring 2017,Lower Division,WMST 275I,27686,3.0,11,0,0,0,0,0,0,0,0,0,0
28289,Spring 2017,Lower Division,ANSC 274,35024,3.0,11,0,0,0,0,0,0,0,0,0,0
28290,Spring 2017,Lower Division,CIMT 227,37832,3.0,23,13,0,0,0,0,0,0,0,0,0
28291,Spring 2017,Lower Division,SMFG 216,28269,2.0,0,0,11,0,0,0,0,0,0,0,0
28292,Spring 2017,Pre-Collegiate,MATH 032,47908,2.0,0,0,0,0,0,13,0,0,0,0,0
28293,Spring 2017,Pre-Collegiate,MATH 051,29373,2.0,0,0,0,0,0,19,0,0,0,0,0
28294,Spring 2017,Pre-Collegiate,MATH 051,39604,2.0,22,0,33,0,0,43,0,0,0,0,0
28295,Spring 2017,Pre-Collegiate,MATH 051,47908,2.0,13,0,21,0,0,34,0,0,0,0,0
28296,Spring 2017,Pre-Collegiate,MATH 012,30141,4.0,28,0,32,0,0,42,0,0,0,0,0
28297,Spring 2017,Pre-Collegiate,MATH 012,39604,4.0,11,0,11,0,0,14,0,0,0,0,0
28298,Spring 2017,Upper Division,NURS 313,51143,4.0,0,0,16,0,0,0,0,0,0,0,0
28299,Spring 2017,Upper Division,PSSC 392,27306,3.0,0,0,29,0,0,15,0,0,0,0,0
28300,Spring 2017,Upper Division,PSSC 392,51482,3.0,56,22,24,19,15,0,0,0,0,0,0
28301,Spring 2017,Upper Division,REAL 301,33352,3.0,0,0,13,0,0,0,0,0,0,0,0
28302,Spring 2017,Upper Division,ABUS 390,45636,3.0,18,0,23,0,0,0,0,0,0,0,0
28303,Spring 2017,Upper Division,ABUS 465,45636,2.0,45,0,0,0,0,0,0,0,0,0,0
28304,Spring 2017,Upper Division,ACCT 320,26669,3.0,0,0,0,0,0,14,0,0,0,0,0
28305,Spring 2017,Upper Division,ANTH 301,32768,3.0,0,0,11,0,0,0,0,0,0,0,0
28306,Spring 2017,Upper Division,ANTH 311,27318,3.0,0,14,13,0,15,12,0,11,0,0,0
28307,Spring 2017,Upper Division,ARTS 493,36645,2.0,21,11,0,0,0,0,0,0,0,0,0
28308,Spring 2017,Upper Division,BADM 495,26665,3.0,11,11,17,15,17,0,0,0,0,0,0
28309,Spring 2017,Upper Division,BADM 495,30833,3.0,0,0,14,0,17,11,0,0,0,0,0
28310,Spring 2017,Upper Division,BADM 495,39506,3.0,0,0,0,0,0,12,0,0,0,0,0
28311,Spring 2017,Upper Division,BADM 495,52382,3.0,11,21,16,16,10,0,0,0,0,0,0
28312,Spring 2017,Upper Division,BIOL 318,28584,3.0,11,0,18,0,0,16,0,11,11,0,0
28313,Spring 2017,Upper Division,BIOL 334,28584,3.0,10,0,0,0,0,0,0,0,0,0,0
28314,Spring 2017,Upper Division,BLAW 302,28811,3.0,0,0,15,15,15,20,18,13,0,17,0
